Time,FAM/FAM T (+),TYE/TYE T (-),CY5/CY5 T (m)
1.95,0.780160087,0.1660732,0.097648642
1.966666667,0.78012201,0.1662774,0.098307656
1.983333333,0.780083031,0.166481851,0.098967888
2,0.780215472,0.166433787,0.099093476
2.016666667,0.780347964,0.1663912,0.099220079
2.033333333,0.780480509,0.166342921,0.099346732
2.05,0.779716202,0.166198967,0.099022208
2.066666667,0.778953581,0.166050173,0.098692737
2.083333333,0.778192129,0.165906136,0.098369069
2.1,0.778316327,0.16603712,0.0981204
2.116666667,0.778440767,0.166164172,0.097865547
2.133333333,0.77856545,0.166295297,0.09761431
2.15,0.778840434,0.166481042,0.097973272
2.166666667,0.779115746,0.166671466,0.098335951
2.183333333,0.779390872,0.166856967,0.098692529
2.2,0.77952292,0.166918614,0.098485554
2.216666667,0.779654664,0.1669811,0.098277917
2.233333333,0.779786616,0.167042824,0.098070582
2.25,0.77917119,0.167583434,0.098092964
2.266666667,0.778557124,0.168129301,0.098115397
2.283333333,0.777942606,0.168670818,0.098137881
2.3,0.778213025,0.167915091,0.098376788
2.316666667,0.778481285,0.167161212,0.098615857
2.333333333,0.778751519,0.166407569,0.098854122
2.35,0.778565491,0.166625861,0.098571288
2.366666667,0.778378366,0.16684999,0.098293827
2.383333333,0.778191954,0.167068752,0.098011921
2.4,0.778441901,0.167248927,0.098285058
2.416666667,0.778691131,0.167434686,0.098559739
2.433333333,0.778941457,0.16761481,0.098835002
2.45,0.77889107,0.167711983,0.098977977
2.466666667,0.778838576,0.167813208,0.099120952
2.483333333,0.778788123,0.167910484,0.099263926
2.5,0.778744511,0.167805798,0.099553743
2.516666667,0.778701176,0.167705061,0.099839359
2.533333333,0.778657601,0.167600266,0.100130657
2.55,0.779354098,0.16738313,0.09967973
2.566666667,0.780051467,0.167170346,0.09922912
2.583333333,0.780749194,0.166953908,0.098777843
2.6,0.780817712,0.16711721,0.099268532
2.616666667,0.780884199,0.167274963,0.099754507
2.633333333,0.780952815,0.167438375,0.100246671
2.65,0.780404699,0.167786881,0.100070867
2.666666667,0.779856769,0.168131244,0.099891138
2.683333333,0.779309024,0.168481088,0.099716395
2.7,0.779470002,0.168468677,0.099646314
2.716666667,0.779633002,0.16845144,0.099571399
2.733333333,0.779793868,0.168439015,0.09950058
2.75,0.779540917,0.168220696,0.099443499
2.766666667,0.779288359,0.16800736,0.099390936
2.783333333,0.779035678,0.167789371,0.099333927
2.8,0.779024189,0.168119588,0.099673658
2.816666667,0.779012428,0.168445523,0.100013433
2.833333333,0.779000909,0.168776819,0.100353251
2.85,0.77954286,0.168469533,0.100246033
2.866666667,0.780085092,0.168168414,0.100144081
2.883333333,0.78062709,0.167862198,0.100036431
2.9,0.780186941,0.167611079,0.100238795
2.916666667,0.779748196,0.167359948,0.100446071
2.933333333,0.779308517,0.167108804,0.100649269
2.95,0.778609759,0.167437046,0.100694167
2.966666667,0.777913089,0.167770951,0.100743472
2.983333333,0.777214353,0.168099276,0.100788196
3,0.778591541,0.168284525,0.100886663
3.016666667,0.779968295,0.168464746,0.100989881
3.033333333,0.78134695,0.168649563,0.101088857
3.05,0.780898318,0.168563092,0.100842484
3.066666667,0.780448508,0.168476615,0.100601534
3.083333333,0.779998031,0.168390133,0.100354973
3.1,0.780465993,0.16826093,0.100462392
3.116666667,0.780933919,0.16813163,0.100574886
3.133333333,0.781401808,0.168002233,0.100682423
3.15,0.781043443,0.167755006,0.100986372
3.166666667,0.780684305,0.167513472,0.101285019
3.183333333,0.780326225,0.167266395,0.101589423
3.2,0.780457693,0.167590588,0.101160014
3.216666667,0.780589175,0.167920596,0.100736657
3.233333333,0.780720673,0.168245179,0.100309322
3.25,0.780474783,0.168430127,0.100566416
3.266666667,0.780231263,0.168609524,0.10082979
3.283333333,0.779985943,0.168794627,0.101088405
3.3,0.780644557,0.168841432,0.10132877
3.316666667,0.781306855,0.168893065,0.101570216
3.333333333,0.781968672,0.16893989,0.101811724
3.35,0.781764037,0.169231734,0.101566644
3.366666667,0.781558352,0.169523819,0.101320382
3.383333333,0.781353963,0.169816146,0.101073961
3.4,0.781232928,0.169747891,0.101449936
3.416666667,0.781113139,0.169683705,0.101830241
3.433333333,0.780992249,0.169615581,0.102205778
3.45,0.780160745,0.169759725,0.101869621
3.466666667,0.779330636,0.169909779,0.101540493
3.483333333,0.77849958,0.170054453,0.101207267
3.5,0.77871008,0.169754293,0.101423712
3.516666667,0.778921592,0.169450556,0.101636612
3.533333333,0.77913229,0.169151255,0.10185504
3.55,0.779106969,0.169347761,0.101744054
3.566666667,0.779081631,0.169543514,0.101628154
3.583333333,0.779056276,0.169740149,0.101517456
3.6,0.778769821,0.169743887,0.101683253
3.616666667,0.778482385,0.169746805,0.10184491
3.633333333,0.778196313,0.169750541,0.102011523
3.65,0.77897571,0.169771727,0.101687189
3.666666667,0.779758064,0.169797754,0.101368782
3.683333333,0.780539202,0.169818972,0.101046176
3.7,0.78040694,0.169803121,0.101505817
3.716666667,0.780275672,0.16979291,0.101968736
3.733333333,0.780143566,0.169777039,0.102433927
3.75,0.78007637,0.170104762,0.102475911
3.766666667,0.7800112,0.170438442,0.102513295
3.783333333,0.779943877,0.170766759,0.102555224
3.8,0.780177774,0.170372592,0.102578875
3.816666667,0.780412006,0.169974712,0.102602587
3.833333333,0.780646574,0.169581146,0.10262636
3.85,0.780102662,0.169505358,0.102273657
3.866666667,0.779557734,0.169428884,0.101921475
3.883333333,0.779015971,0.169353361,0.10156877
3.9,0.780225397,0.169452616,0.101970353
3.916666667,0.781436538,0.169555966,0.102377601
3.933333333,0.782651239,0.169655399,0.102780282
3.95,0.782876977,0.169691878,0.102815986
3.966666667,0.783103759,0.169723552,0.102852173
3.983333333,0.783329739,0.169760081,0.102887791
4,0.782993567,0.170127931,0.103102222
4.016666667,0.78265597,0.170495908,0.103311706
4.033333333,0.782319305,0.170864014,0.103526473
4.05,0.781788186,0.170873429,0.10315631
4.066666667,0.781258399,0.170882031,0.102780027
4.083333333,0.780728102,0.170891473,0.102408928
4.1,0.780656349,0.170819677,0.102639101
4.116666667,0.780584893,0.170742326,0.102868996
4.133333333,0.780513219,0.170670753,0.103099668
4.15,0.780868777,0.170763648,0.102798169
4.166666667,0.7812256,0.17085648,0.102496661
4.183333333,0.781581334,0.170949251,0.102195143
4.2,0.781578306,0.171261535,0.102543009
4.216666667,0.781577375,0.171578154,0.102886313
4.233333333,0.781574343,0.171891097,0.103235343
4.25,0.780999136,0.171711554,0.102959208
4.266666667,0.780421749,0.171536059,0.102688579
4.283333333,0.779846382,0.171356599,0.102412092
4.3,0.780306237,0.171574365,0.102566216
4.316666667,0.780765735,0.17179146,0.102715533
4.333333333,0.781225393,0.172009545,0.102869287
4.35,0.781840546,0.171900019,0.103244048
4.366666667,0.782455105,0.171795454,0.103619438
4.383333333,0.783071431,0.171686179,0.10399546
4.4,0.782322985,0.171541299,0.103684211
4.416666667,0.781573933,0.171401062,0.103377444
4.433333333,0.780826119,0.171255792,0.103065907
4.45,0.781606495,0.171183505,0.103447028
4.466666667,0.782386842,0.171116998,0.103829324
4.483333333,0.783169524,0.171044942,0.104212803
4.5,0.782359547,0.171259262,0.104249785
4.516666667,0.781552079,0.171473072,0.104280981
4.533333333,0.780742908,0.17168803,0.10431783
4.55,0.781126693,0.171741224,0.104233365
4.566666667,0.781512784,0.171789561,0.104143175
4.583333333,0.78189697,0.17184272,0.104058682
4.6,0.781214282,0.171747028,0.104125666
4.616666667,0.780534146,0.171652187,0.104192809
4.633333333,0.779852351,0.171556536,0.104260113
4.65,0.780135301,0.171817202,0.103697549
4.666666667,0.780420383,0.172072068,0.10313927
4.683333333,0.780703392,0.172332467,0.102575962
4.7,0.780883893,0.172406285,0.102958678
4.716666667,0.781065565,0.172475437,0.103336261
4.733333333,0.78124656,0.172549609,0.103719105
4.75,0.780784196,0.172648503,0.104190938
4.766666667,0.780321904,0.172752284,0.10466387
4.783333333,0.779860202,0.17285125,0.105136817
4.8,0.780557201,0.172981262,0.105151935
4.816666667,0.781254509,0.173116119,0.105161837
4.833333333,0.781951606,0.173246114,0.105176933
4.85,0.781655542,0.173322598,0.104844134
4.866666667,0.781360503,0.173403848,0.104514902
4.883333333,0.781064641,0.173480165,0.104178784
4.9,0.781563847,0.173188336,0.104424232
4.916666667,0.782063903,0.172892602,0.104664671
4.933333333,0.78256533,0.172600975,0.104909477
4.95,0.78209147,0.172816898,0.105232056
4.966666667,0.781617669,0.173028175,0.105559855
4.983333333,0.781144442,0.173244497,0.105882414
5,0.781183798,0.173419545,0.105422176
5.016666667,0.781224037,0.173600396,0.104954908
5.033333333,0.781263307,0.173775664,0.104492188
5.05,0.781297475,0.173753189,0.104528156
5.066666667,0.781331402,0.173729902,0.104563464
5.083333333,0.781365605,0.173707487,0.104599209
5.1,0.781573755,0.173507752,0.105086023
5.116666667,0.781781582,0.173307941,0.105580196
5.133333333,0.781989602,0.173108054,0.106070153
5.15,0.781077075,0.173714796,0.105862259
5.166666667,0.780162335,0.174322527,0.105659841
5.183333333,0.779247747,0.17493125,0.105451272
5.2,0.780183424,0.174438998,0.105088373
5.216666667,0.781119088,0.173951694,0.104730283
5.233333333,0.782056593,0.173459624,0.104365339
5.25,0.781377911,0.173510995,0.104763162
5.266666667,0.780698946,0.173562298,0.105164874
5.283333333,0.780021549,0.173613535,0.10556103
5.3,0.779736017,0.173710695,0.105923952
5.316666667,0.779448648,0.173808704,0.106288517
5.333333333,0.779163658,0.173905877,0.10665361
5.35,0.780321812,0.174028795,0.106608545
5.366666667,0.781481846,0.174146076,0.106558244
5.383333333,0.782645625,0.174269108,0.106513284
5.4,0.782265372,0.174494886,0.10598027
5.416666667,0.78188439,0.17471502,0.105447329
5.433333333,0.781504535,0.17494091,0.104915577
5.45,0.781741677,0.174592164,0.105347904
5.466666667,0.781977884,0.174248632,0.105775124
5.483333333,0.782215533,0.173900613,0.106208917
5.5,0.782185784,0.173842617,0.105940568
5.516666667,0.782158172,0.173785371,0.105672369
5.533333333,0.782128459,0.173727187,0.105403199
5.55,0.782031867,0.174066607,0.105732052
5.566666667,0.781937403,0.17441013,0.106060446
5.583333333,0.781840833,0.174749733,0.106388381
5.6,0.781736363,0.174796017,0.106584931
5.616666667,0.781631828,0.174848012,0.106775952
5.633333333,0.781527229,0.174894299,0.106973168
5.65,0.781995271,0.174623848,0.106824186
5.666666667,0.78246246,0.174348532,0.106670346
5.683333333,0.782930657,0.17407807,0.106521127
5.7,0.782348186,0.174637509,0.106405907
5.716666667,0.781765621,0.175196286,0.106290707
5.733333333,0.781183481,0.175756102,0.106175526
5.75,0.781327336,0.175794469,0.106942788
5.766666667,0.781471087,0.175836838,0.107720993
5.783333333,0.781614736,0.175875195,0.108498379
5.8,0.781784991,0.175460331,0.108252011
5.816666667,0.78195327,0.175046853,0.108011414
5.833333333,0.782123808,0.174633058,0.107764703
5.85,0.781603291,0.174695989,0.10787453
5.866666667,0.781082486,0.174758931,0.107984482
5.883333333,0.780561392,0.174821883,0.108093407
5.9,0.781356913,0.175485544,0.108138703
5.916666667,0.782155504,0.176154975,0.108190042
5.933333333,0.782952924,0.176820461,0.108235584
5.95,0.782290549,0.176092157,0.107605655
5.966666667,0.781627484,0.175364045,0.106975023
5.983333333,0.780966111,0.174636124,0.106342532
6,0.781065075,0.174968643,0.106669601
6.016666667,0.781164881,0.175295473,0.10699573
6.033333333,0.781263673,0.175628042,0.107322068
6.05,0.781358975,0.1755449,0.107620791
6.066666667,0.781454675,0.175462576,0.107925076
6.083333333,0.781550252,0.175379361,0.108225341
6.1,0.782006277,0.175545524,0.10809576
6.116666667,0.78246176,0.175715634,0.107961713
6.133333333,0.782918566,0.175881669,0.107832782
6.15,0.782573277,0.175623078,0.108271525
6.166666667,0.782226033,0.17535911,0.108707013
6.183333333,0.781881083,0.175101185,0.109150023
6.2,0.781677036,0.175403402,0.108636871
6.216666667,0.781472735,0.175705306,0.108124434
6.233333333,0.781268701,0.176008603,0.107612709
6.25,0.781635403,0.176230146,0.107778658
6.266666667,0.782001331,0.176455704,0.107938456
6.283333333,0.782367006,0.176677259,0.108104036
6.3,0.782850976,0.176811608,0.107707137
6.316666667,0.783335083,0.176942029,0.107304164
6.333333333,0.783821717,0.177076535,0.10690589
6.35,0.783272037,0.176528201,0.107465618
6.366666667,0.782722719,0.175975352,0.108024975
6.383333333,0.782173764,0.175426019,0.108585123
6.4,0.781992167,0.175673633,0.108335854
6.416666667,0.781812692,0.175915322,0.108086776
6.433333333,0.781631087,0.176162547,0.107836719
6.45,0.781477342,0.176409277,0.10848758
6.466666667,0.781323735,0.176650191,0.109133114
6.483333333,0.781170265,0.176896748,0.109784144
6.5,0.782104439,0.176993133,0.109098787
6.516666667,0.783040066,0.177089575,0.108417669
6.533333333,0.783977667,0.177186075,0.107729951
6.55,0.783484378,0.177044802,0.107964592
6.566666667,0.782992323,0.176903506,0.108199122
6.583333333,0.782499633,0.176762187,0.108433539
6.6,0.78257473,0.176948637,0.108486957
6.616666667,0.782650161,0.177129193,0.108534459
6.633333333,0.782725408,0.177315322,0.108588083
6.65,0.782822288,0.17752416,0.10906521
6.666666667,0.782918838,0.177733261,0.109536103
6.683333333,0.783015578,0.177942625,0.110012824
6.7,0.782496961,0.177359945,0.109627314
6.716666667,0.781979736,0.176782638,0.109239478
6.733333333,0.781461515,0.176199217,0.108850497
6.75,0.782048939,0.176631695,0.108820523
6.766666667,0.782639473,0.177059329,0.108796663
6.783333333,0.783228859,0.177491883,0.1087668
6.8,0.78329526,0.177985708,0.108934114
6.816666667,0.783361911,0.178478369,0.109106876
6.833333333,0.783428295,0.178971605,0.109274178
6.85,0.782848905,0.178758385,0.109298986
6.866666667,0.782268705,0.178549124,0.109317782
6.883333333,0.781689568,0.178335806,0.109342686
6.9,0.782113158,0.178412807,0.109597143
6.916666667,0.782535612,0.178488965,0.109851496
6.933333333,0.782958801,0.178566023,0.110106946
6.95,0.782872023,0.178348427,0.11044781
6.966666667,0.782785534,0.178125992,0.110789255
6.983333333,0.782698814,0.177908481,0.111131282
7,0.782758485,0.178192307,0.110868585
7.016666667,0.782818272,0.17847208,0.110601307
7.033333333,0.782878176,0.178755819,0.110339222
7.05,0.783567178,0.178766341,0.11033813
7.066666667,0.784256798,0.178782626,0.110343127
7.083333333,0.784947036,0.178793163,0.110342033
7.1,0.783428143,0.178650226,0.11041534
7.116666667,0.781912265,0.178503488,0.110484079
7.133333333,0.780401781,0.178360963,0.110558027
7.15,0.781030257,0.178056818,0.110812582
7.166666667,0.781661593,0.177758387,0.111071397
7.183333333,0.782291528,0.177454187,0.111324692
7.2,0.783073135,0.178266256,0.111093396
7.216666667,0.78385605,0.179079935,0.110861621
7.233333333,0.784638399,0.179893483,0.110629366
7.25,0.784236613,0.180014161,0.110194052
7.266666667,0.783835398,0.180139786,0.109758046
7.283333333,0.783432356,0.180260593,0.109322562
7.3,0.78358123,0.180123222,0.109728588
7.316666667,0.783729149,0.17998583,0.110130383
7.333333333,0.783877996,0.179848416,0.110537772
7.35,0.784283021,0.179602165,0.110926859
7.366666667,0.784689902,0.179361839,0.111310205
7.383333333,0.785094356,0.179115917,0.111700097
7.4,0.784059293,0.179038277,0.111195301
7.416666667,0.783023684,0.178961415,0.110686052
7.433333333,0.781989925,0.178883579,0.110182182
7.45,0.782634664,0.178852484,0.110800642
7.466666667,0.783281143,0.178820514,0.111414609
7.483333333,0.783928846,0.17878942,0.112036395
7.5,0.783857307,0.179436105,0.111787444
7.516666667,0.78378791,0.180078749,0.11153797
7.533333333,0.783716368,0.180727143,0.111287971
7.55,0.783814155,0.180568273,0.110727624
7.566666667,0.78391164,0.180405663,0.110162672
7.583333333,0.784009342,0.180247336,0.10960544
7.6,0.783880228,0.179836965,0.110602454
7.616666667,0.783750225,0.179431243,0.111596924
7.633333333,0.783621216,0.179022159,0.112598732
7.65,0.783634796,0.179612456,0.112144858
7.666666667,0.783648119,0.180203814,0.111697904
7.683333333,0.783661705,0.180796237,0.111245513
7.7,0.78339741,0.180775906,0.111675353
7.716666667,0.783131719,0.180760469,0.112107273
7.733333333,0.782867036,0.180740147,0.112541289
7.75,0.782727373,0.180794938,0.112300869
7.766666667,0.782586735,0.180854654,0.112055779
7.783333333,0.782447004,0.180909513,0.111815935
7.8,0.782943312,0.180784189,0.111964843
7.816666667,0.783438648,0.180658005,0.112118977
7.833333333,0.783934894,0.180532731,0.112268415
7.85,0.784261529,0.180734084,0.112076922
7.866666667,0.784590452,0.180936182,0.111879233
7.883333333,0.784917368,0.181137256,0.111687789
7.9,0.783917192,0.181170225,0.111924007
7.916666667,0.782918569,0.181208119,0.112161261
7.933333333,0.781919613,0.181241161,0.112398298
7.95,0.78298534,0.180941099,0.112793593
7.966666667,0.78405344,0.180640897,0.113183417
7.983333333,0.785123399,0.180340553,0.113578986
8,0.784324195,0.181042589,0.113042699
8.016666667,0.783525996,0.181739816,0.112508187
8.033333333,0.782728279,0.18244203,0.111974186
8.05,0.783138218,0.182181496,0.111831815
8.066666667,0.783549502,0.181920129,0.111694983
8.083333333,0.78395972,0.181659714,0.111551203
8.1,0.783936834,0.181228126,0.112052253
8.116666667,0.783913966,0.180797706,0.112558554
8.133333333,0.783891115,0.180366682,0.113060099
8.15,0.784218676,0.180954759,0.113017058
8.166666667,0.784544925,0.181548698,0.112980309
8.183333333,0.784874169,0.182138706,0.112937305
8.2,0.784572069,0.182038478,0.113032402
8.216666667,0.784271282,0.181934167,0.113122555
8.233333333,0.783969911,0.1818338,0.113217762
8.25,0.7843059,0.181678161,0.113446707
8.266666667,0.78464065,0.181523636,0.113669894
8.283333333,0.784976573,0.181368443,0.113899909
8.3,0.784256612,0.181319892,0.113908649
8.316666667,0.783535803,0.181272227,0.113911085
8.333333333,0.782816033,0.18122367,0.113919824
8.35,0.78272959,0.181777207,0.113922618
8.366666667,0.78264291,0.182336657,0.11393043
8.383333333,0.782556517,0.182890436,0.113933228
8.4,0.78330927,0.182681244,0.113759388
8.416666667,0.784064524,0.182477288,0.113579645
8.433333333,0.784820393,0.182268779,0.113405339
8.45,0.784878942,0.182000059,0.113423192
8.466666667,0.784937253,0.181725178,0.113441703
8.483333333,0.784995846,0.181455701,0.113459583
8.5,0.784599934,0.181783481,0.113337575
8.516666667,0.784205505,0.182104862,0.113209262
8.533333333,0.783810662,0.182431409,0.113087292
8.55,0.784352269,0.182496373,0.113630805
8.566666667,0.784892489,0.18256714,0.114175067
8.583333333,0.785433736,0.182632155,0.11472138
8.6,0.784404422,0.182833777,0.114826336
8.616666667,0.783375102,0.183041505,0.114925126
8.633333333,0.782345253,0.183243765,0.115030482
8.65,0.78173173,0.182976952,0.114813333
8.666666667,0.781116625,0.182705261,0.114602028
8.683333333,0.780504235,0.182438489,0.114385135
8.7,0.781306667,0.182434053,0.11402858
8.716666667,0.782110142,0.182428731,0.113677947
8.733333333,0.782914134,0.182424308,0.113323124
8.75,0.783291591,0.182872523,0.113765772
8.766666667,0.783668192,0.183317738,0.114214282
8.783333333,0.784045828,0.183767957,0.114657264
8.8,0.783399207,0.183849244,0.114441635
8.816666667,0.782752398,0.183935447,0.114219354
8.833333333,0.782105925,0.184016757,0.114001846
8.85,0.78267769,0.183619874,0.11442749
8.866666667,0.783250023,0.183224859,0.114852018
8.883333333,0.783822925,0.182829912,0.115276744
8.9,0.784123533,0.182898559,0.11496529
8.916666667,0.784424357,0.182963293,0.114648187
8.933333333,0.784725399,0.183032107,0.114336883
8.95,0.7846441,0.183154831,0.114924219
8.966666667,0.784562767,0.183276795,0.115513294
8.983333333,0.784481402,0.183399795,0.116104116
9,0.784231064,0.183840118,0.115746964
9.016666667,0.783980004,0.184276341,0.115395878
9.033333333,0.783730118,0.184716468,0.115039372
9.05,0.784084836,0.184434947,0.115384615
9.066666667,0.784437261,0.184157669,0.115736303
9.083333333,0.784791707,0.183876639,0.116081628
9.1,0.784734972,0.184512058,0.116097292
9.116666667,0.784679104,0.185148884,0.116118749
9.133333333,0.784622205,0.185785304,0.116134496
9.15,0.784428135,0.185385079,0.115948547
9.166666667,0.784233852,0.184989854,0.115761657
9.183333333,0.784039878,0.184589825,0.115575162
9.2,0.783278841,0.18434654,0.115539897
9.216666667,0.782517875,0.184097632,0.11550461
9.233333333,0.781757507,0.183854702,0.115469304
9.25,0.781916322,0.184562607,0.115305763
9.266666667,0.782072841,0.185272949,0.11513735
9.283333333,0.782231374,0.18598392,0.11497428
9.3,0.782743292,0.185707482,0.115575394
9.316666667,0.783255035,0.185436998,0.116183868
9.333333333,0.783768498,0.185160828,0.116788152
9.35,0.783320473,0.185373966,0.116989887
9.366666667,0.782870124,0.185586019,0.117197798
9.383333333,0.782421769,0.185798805,0.117398966
9.4,0.782976258,0.185828038,0.117160523
9.416666667,0.783528682,0.185861281,0.116928012
9.433333333,0.784083361,0.185890549,0.116688502
9.45,0.783794625,0.185711761,0.11702066
9.466666667,0.783503831,0.18553181,0.117353156
9.483333333,0.783215301,0.18535252,0.117685993
9.5,0.783526758,0.185466713,0.117551661
9.516666667,0.783838156,0.18557587,0.117416329
9.533333333,0.784149495,0.185689815,0.117281361
9.55,0.783995666,0.186092062,0.11782282
9.566666667,0.783839469,0.18648861,0.118363901
9.583333333,0.783685228,0.186891106,0.118904604
9.6,0.783255565,0.186321195,0.118626019
9.616666667,0.782825134,0.185752497,0.118341749
9.633333333,0.782395836,0.185183186,0.118063432
9.65,0.782556136,0.185657965,0.117260772
9.666666667,0.782716379,0.186137339,0.116455917
9.683333333,0.782876564,0.186613314,0.115650226
9.7,0.783409686,0.186802979,0.116442593
9.716666667,0.783942586,0.18699167,0.117234978
9.733333333,0.784477167,0.187181226,0.118028746
9.75,0.784577294,0.187165539,0.117494419
9.766666667,0.784677634,0.187144016,0.116965904
9.783333333,0.784777664,0.187128324,0.116430139
9.8,0.784352808,0.186804545,0.11654983
9.816666667,0.783928756,0.186486579,0.116663834
9.833333333,0.783503602,0.186162762,0.116783869
9.85,0.783718634,0.18658485,0.117135553
9.866666667,0.783934897,0.187001387,0.11749361
9.883333333,0.784149963,0.187424045,0.11784494
9.9,0.783614721,0.186980678,0.117935369
9.916666667,0.78307996,0.186538858,0.118032422
9.933333333,0.782545681,0.18609675,0.118122987
